Taluka,College Name,Name Data
Mumbai Suburban,Dept of BASLP TOPIWALA NATIONAL MEDICAL COLLEGE,
Parbhani,Beleshwar Institute Of Bsc Nursing,
Nashik,Gokhale Education Society Institute Of Nursing Education And Training,
Washim,Nazarene Nurses Training College,
Solapur South,"Ashwini Rural Medical College, Hospital & Research Centre",
Yeola,"S.N.D.College Of Nursing, Babhulgaon",
Aurangabad,MIT Nursing College,
Junnar,Anantrao Kanase Homoeopathic Medical College & Hospital,
Hingna,Swargiya Dadasaheb Kalmegh Smruti Dental College & Hospital,
Shirol,Dr.J.J.Magdum Ayurved Medical College,
Pusad,"Ayurved Mahavidyalay, Pusad",
Shirol,Dr J J Magdum Ayurved Medical College Jaysingpur,
Mahabaleshwar,Bel-Air College Of Nursing,
Mumbai Suburban,Seth G S Medical College,
Mumbai Suburban,Topiwala National Medical College And B.Y.L. Nair Charitable Hospital,
Mumbai Suburban,Institute Of Nursing Education,
Mumbai Suburban,K. J. Somaiya Medical College,
Nanded,Government Medical Education BPMT,
Pune City,Smt. Bakul Tambat Institute of Nursing Education ,
Aurangabad,Oyster College Of Nursing,
Karvir,Shri SVSSs Savitribai Phule College Of Nursing,
Sangamner,"Vamanrao Ithape Homoeopathic Medical College & Hospital,Sangamner",
Pune City,"College Of Ayurved & Research Centre,Nigadi,Pune",
Pune City,"Smt.Subhadra K. Jindal College Of Nursing, Pune",
Nashik,Ganpatrao Adke College of Nursing,
Khatav,"Rural Institute Of Ayurved Research Centre & Hospital, Satara",
Nagpur (Urban),Niharika College Of Physiotherapy,
Pune City,Modern College Of Physiotherapy,
Jalna,Jaiiu Indian Institute Of Medical Sdiences And Research,
Pune City,"Dr. D.Y. Patil Medical College,",
Mumbai Suburban,"K J Somaiya College Of Nursing,",
Nashik,M.V.P. Samajs College Of Physiotherapy,
Pune City,Lokmanya Medical Foundationa And Research Center College Of Physiotherapy,
Thane,Itm - Ihs College Of Nursing,
Pune City,"B.J. MEDICAL COLLEGE (BPMT),",
Sangamner,"Sangam Sevabhavi Trust, Ayurved Medical College,",
Mumbai City,LEELABAI THACKERSEY COLLEGE OF NURSING S.N.D.T. WOMEN'S UNIVERSITY,
Pune City,Bharati Veedyapith College Of Nursing,
Mawal,MAEERs Physiotherapy College,
Jalgaon,"Dr.Ulhas Patil Homoeopathic Medical College & Hospital, Jalgaon",
Barshitakli,Dr.Rajesh R. Kambe Dental College and Hospital,
Nanded,"Nanded Rural Dental College And Research,",
Thane,Bharati Vidyapeeth Deemed University College Of Nursing,
Chiplun,B.K.L. Walwalkar Rural Medical College,
Wardha,KHS Mahatma Gandhi Institute Of Medical Sciences Sevagram,
Aurangabad,"Dr. Hedgewar College Of Nursing,",
Chikhli,Anuradha College Of Nursing,
Aurangabad,"Shiva Trust Aurangabad Yashwantrao Chawan Ayurved College,",
Shrirampur,"Sharadchandraji Pawar Homoeopathic Medical College & Hospital,",
Miraj,"College Of Physiotherapy  Wanless Hospital,",
Andheri,HBT Medical College & Dr.R.N. Cooper Municipal General Hospital,
Shrirampur,Supriyadidi Sule College Of Nursing,
Kudal,"Institute Of Nursing, Kasal",
Aurangabad,Oyster College Of Physiotherapy,
Chandrapur,"Government Medical College, Chandrapur",
Solapur North,"Pandit Deendayal Upadhyay Dental College,",
Mumbai City,"Seva Mandal Education Societys College Of Nursing,",
Thane,"Mahatma Gandhi Mission College Of Nursing,",
Dhule,ACPM College Of Nursing,
Walwa,"Prakash Institute Of Medical Sciences & Research, Urun Islmapur,",
Walwa,LRP Ayurved Medical College,
Igatpuri,"SMBT Institute Of Medical Science And Research Center,",
Latur,Maharashtra Institute of Dental Science and Research Latur,
Nashik,"Matoshri College Of Nursing,",
Igatpuri,SMBT Ayurved College and Hospital,
Khatav,SCSESs Institute of Medical Sciences and Research,
Yeola,JES Matoshri Asarabai Darade Ayurved College,
Igatpuri,SMBT Institute of Dental Sciences and Research,
Latur,Maharashtra Institute of Nursing Sciences ,
Gadhinglaj,Late Kedari Redekar Ayurvedic Mahavidyalaya Gadhinglaj,
Nashik,Shree Saptashrungi Ayurved Mahavidyalaya,
Nanded,Nanded Physiotherapy College and Research Center,
Pune City,Bharati Vidyapeeth Deemed University Medical College (BASLP),
Panhala,"SYSSPMs Yashwant College of Nursing, Kodoli",
Basmath,SDMVMs Sau. Shantadevi Vedprakash Patil Ayurved College & Research Institute,
Osmanabad,K.T. Patil College of B.Sc. Nursing,
Kudal,"Br. Nath Pai Nursing Education and Research Academy, Kudal",
Shevgaon,"PMTs Ayurved College, Shevgaon",
Nanded,Mother Teresa Nursing School,
Vaijapur,Anand College of Nursing,
Jamkhed,Shree Sai Nursing (B.Sc) College Ratnapur Taluka Jamkhed District Ahmednagar,
Latur,"Maharashtra College of Nursing, MIDC",
Hatkanangle,"HSPM, Ayurved Medical College, Peth Vadgaon",
Chalisgaon,"KDMG's Ayurved Medical College and Hospital, Chalisgaon",
Pune City,D Y Patil Dental School,
Lonar,"Dr.R.N. Lahoti Ayurvedic College, Hospital & Research Insititute",
Malshiras,"vijaysinh Mohite-Patil College of Nursing & Medical Research Institute, Akluj",
Barshi,"Sai Ayurved College, Hospital & Research Centre",
Aurangabad,"Gramodyogik Shikshan Mandal's Marathwada Institute of Technology(Polytechnic), Aurangabad",
Nashik,"C.H.M.E. Society's Dr. Moonje Institute for Management & Computer Studies(M.C.A.), Nashik",
Pune City,"Allana Institute of Management Sciences (M.B.A.), Pune ",
Mawal,"Sinhgad Institute of Business Administration and Computer Application(M.B.A.), Lonavala ",
Hatkanangle,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute (Polytechnic), Ichalkaranji.",
Sangole,"Savitribai Phule Shikshan Prasarak Mandal's Sinhgad Institute of Business Management (M.C.A.), Sangola, Solapur  ",
Bhor,"Rajgad Dnyanpeeth's College of Pharmacy(D-Pharmacy), Bhor",
Panhala,"Tatyasaheb Kore College of Pharmacy (D-Pharmacy), Warananagar",
Shirur,"Shri Chatrapati Sambhaji Shikshan Sanstha's  Sitabai Thite College of Pharmarcy (D-Pharmacy), Shirur, (Ghodnadi). Pune",
Nagar,"Seva Shikshan Prasarak Mandal's Dr. N.J. Paulbudhe College of Pharmacy (Diploma), Ahmednagar",
Sakri,"Rupesh Badhan Institute of Pharmacy, Pimpalner",
Nagar,"Jijamata Shikshan Prasarak Mandal's Kamlatai College of Architecture, Ahmednagar",
Parner,"Shantiniketan College of Pharmacy, Ahmednagar",
Dharangaon,"Shram Sadhana Bombay Trust's Institute of Pharmacy, Bambhori, Jalgaon",
Nashik,"Vidyavardhan's Institute of Design Environment and Architecture (IDEA), Nashik",
Nagar,"RAMESH PHIRODIA COLLEGE OF ARCHITECTURE, Ahmednagar",
Kurla,MAHARASHTRA NATIONAL LAW UNIVERSITY MUMBAI,
Jalgaon,School of Arts and Humunities (Performing Arts and fine art),
Jalgaon,School of Arts and Humunities (Mass Communications),
Jalgaon,University Intitute of Chemical Technology  (Chemical Engineering),
Jalgaon,University Intitute of Chemical Technology (Food Technology),
Jalgaon,Environmental  and Earth Sciences (Environmental Engineering and Technology),
Jalgaon,School of Physical Sciences (Electronics Engineering & Technology),
Jalgaon,School of Social Sciences (Social Work),
Osmanabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,
Nagpur (Urban),"Kavikulaguru Kalidas Sanskrit University, Ramtek",
Aurangabad,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",
Ratnagiri,"Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli Dist. Ratnagiri",
Haveli,DECCAN COLLEGE ( DEEMED UNIVERSITY) (Within Maharashtra),
Haveli,Department of Lifelong Learning & Extension,
Haveli,DESIGN INNOVATION CENTRE,
Pune City,Savitribai Phule Pune University,
Haveli,Centre for Information and Network Security CINS,
Haveli,Department of Atmospheric and Space Sciences,
Haveli,Department of Instrumentation Science,
Haveli,Department of Management Science,
Haveli,Department of Media and Communication Studies,
Haveli,Department of Technology,
Haveli,School of Energy Studies,
Haveli,University Sub-Centre Ahmadnagar,
Narkhed,"Rani Laxmibai Krishi Tantra Vidyalaya,Ravrgaon Taluka - Narkhed, District - Nagpur",
Parseoni,"Krishi Tantra Niketan, Dehgaon Joshi, Parshivni Taluka - Parshivani, District - Nagpur",
Palghar,"Mahatma Gandhi Adiwasi Janata Krishi Tantra Vidyalaya,Kosabadhill,Taluka DAHANU,District Palghar (Salagna) At Kosabadhill, Taluka-Dahanu ,District -Palghar",
Lanja,"Krishi Tantra Vidyalaya, lanja,District Ratnagiri (Ghatak) At-Lanja,Taluka - Ratnagiri, District-Ratnagiri",
Khandala,"Kandala Vibhag Prashikshan samiti sanchalit Krishi Tantra Niketan, Kandala, Satara At - Kandala, Taluka - Kandala ,District - Satara",
Karad,"Rangarao Mane charitable trust Shirol sanchalit Krishi Tantra Niketan,Vaghori,Tal. karad, Satara At - Vaghori,Taluka - karad, Districts - Satara",
Barshi,"Shri Shivaji Shikshan prasarak mandal sanchalit Krishi Tantra Vidyalaya, Goudgaon,Barshi,Solapur At - Goudgaon,Taluka - Barshi,Districts - Solapur",
Ahmadpur,"Bal Bhagvan Shikshan Prasarak mandal sanchalit Krishi Tantra Vidyalaya, Shirur, Tajband, Ahmedpur, Latur At - Shirur,Tajband, Taluka - Ahemadpur, District - Latur",
Latur,"Vilasrao Deshmukh College of Agricultural Bio-Technology, Latur 413 512.",
Amravati,"Shri Shivaji College of Horticulture,  Amravati 444603",
Chiplun," Sharadchandrajee Pawar College of Horticulture,  Kharawate Dahiwali, Tal.Chiplun  (Sawarde) Dist.Ratnagiri 415 606.",
Dapoli,"Dr.BSKKV University Campus, At/Po/Ta,-Dapoli, Dist-Ratnagiri",
Dapoli,"PG College of Post Harvest Management,  Dr.BSKKV University Campus, At/Po/Ta,-Dapoli, Dist-Ratnagiri",
Badnapur,"VSS Institute of Pharmacy, Badnapur",
Latur,"Godavari Institute of Pharmacy, Kolpa",
Malshiras,"Shikshan Prasarak Mandal's College of Pharmacy (Poly), Akluj",
Shirur,"Delight College of Pharmacy, Koregaon Bhima",
Karvir,"Sarojini College of Pharmacy, Kolhapur",
Shahuwadi,"Ashokrao Mane Institute of Pharmaceutical Science and Research, Save",
Kagal,"Y. D. Mane Institute of Pharmacy, Kagal, Kolhapur",
Junnar,Samarth Institute of Pharmacy,
Barshi,"Zadbuke Institute of Pharmacy, Puri",
Bhor,"Flora College of Architecture, Khopi",
Haveli,Marathwada Mitra Mandals Institute of Enviornment and Design's College of Architecture,
Haveli,"Genetics, Immunology, Biochemistry & Nutrition",
Nagpur (Urban),"COLLEGE OF FISHERY SCIENCE, NAGPUR",
Udgir,"COLLEGE OF FISHERY SCIENCE, UDGIR",
Kamptee,Mohammad Ali College of Education (B.Ed.),
Pauni,"Bharat sevak siddhartha mahavidyalaya. Kondha-kosara Tah-Pauni, Dist-Bhandara",
Pune City,Carmel Vidya Bhavan Trust's Christ College Pune,
Nagpur (Urban)," Arts Commerce Senior College ,8th Mile, Davalameti, Nagpur",
Aurangabad,Marathwada Association For Social Services Sanchalit Arts & Science College Chikalthana,
Amgaon,"S. Chauhan Mahila Mahavidyalaya, Amgaon",
Salekasa,"Sakharitola mahavidyalaya, Sakharitola",
Pune City,ABHINAVA KALA MAHAVIDYALAYA  TILAK ROAD PUNE ,
Nagpur (Urban),"G.H.RAISONI COLLEGE OF COMMERCE,SCIENCE AND TECHNOLOGY",
Solapur North,"Abhijit Kadam Institute Of Management and Social Sciences,Solapur",
Panvel,"St. Wilfred's College of Arts, Commerce & Science, Panvel",
Haveli,Zeal Education Societys Dnyanganga College of Education Pune,
Mumbai City,"Sir Hurkishondas Nurrotumdas Hospital and Research centre college of Nursing, ",
Shrirampur,Seva Nursing College,
Aurangabad,"Bramhachaitanya Shikshan Prasarak Bahuuddeshiya Sanstha's Radhai Mahavidyalaya, Aurangabad",
Pune City,"Gokhale Institute of Politics and Economics, Pune - 411004",
Pune City,"Maharashtra State Institute of Hotel Management & Catering Technology(Unaided),Pune",
Mehkar,"MES College of Pharmacy, Mehkar",
Amravati,"Institute of Pharmacy & Research, Badnera",
Latur,"Dayanand Education Society's Dayanand Institute of Pharmacy, Latur",
Loha,"D.K. Patil Institute of Pharmacy, Loha, Nanded",
Parbhani,"Shri.Ramkrishna Paramhans college of Pharmacy, (D.Pharm), Hasnapur, Parbhani",
Chakur,RADHEYA CHARITABLE TRUSTS DINESH BEMBADE COLLEGE OF PHARMACY,
Sawantwadi,"VP College of Pharmacy, Madkhol, Sawantwadi",
Mahad,"SBNM College of Pharmacy(D.Pharmacy), Mahad",
Nagpur (Rural),"Central India College of Pharmacy(D.Pharm), Nagpur ",
Mauda,"Mouda College of Pharmacy, Mauda Nagpur",
Tumsar,"ANJANYA POLYTECHNIC COLLEGE, Tumsar",
Haveli,Bharat Shikshan Mandal's Jaikranti college of Computer Science & Management studies Katraj pune 46,
Parner,"Ahmednagar Jilha Maratha Vidya Prasark Samaj's Shri Mulikadevi College, Nighoj, Tal. Parner",
Sillod,"Bhartiya Shikshan Sanstha's Gajanan Arts and Science College,Golegaon",
Ambejogai,Rajarshi Shahu Adhyapak Mahavidyalaya,
Kannad,Rashtriya Art's Commerce & Science College Nagad Tq.Kannad Dist.Aurangabad,
Sangamner,"Ramesh Phirodia Arts, Science & Commerce College, Sakur",
Akola,SMT. MAHERBANU  COLLEGE OF SCI & COMM AKOLA (SENIOR),
Kopargaon,Dr.Kolpe Nursing College (B.Sc.Nursing) Kolpewadi,
Panvel,LOKMANYA MEDICAL COLLEGE OF PHYSIOTHERAPY,
Mumbai Suburban,Dept of Computer Science SNDT Women's University,
Mumbai Suburban,Dept of Extention Education SNDT Women's University,
Mumbai Suburban,Spcial Education SNDT Women's University,
Mumbai Suburban,Dept. of Marathi SNDT Women's University,
Mumbai Suburban,Dept. of Hindi SNDT Women's University ,
Mumbai Suburban,Dept. of Gujarati SNDT Women's University,
Mumbai Suburban,Dept. of Sanskrit SNDT Women's University,
Mumbai Suburban,Dept. of English SNDT Women's University,
Mumbai Suburban,Dept. of Music SNDT Women's University,
Mumbai Suburban,Dept. of Economics SNDT Women's University,
Mumbai Suburban,Dept. of History SNDT Women's University,
Mumbai Suburban,Dept. of Non-Formal Education SNDT Women's University,
Mumbai Suburban,Dept. of Political Science SNDT Women's University,
Mumbai Suburban,Dept. of Psychology SNDT Women's University,
Mumbai Suburban,Dept. of Sociology SNDT Women's University,
Mumbai Suburban,Dept. of Commerce SNDT Women's University,
Mumbai Suburban,Dept. of Education SNDT Women's University,
Mumbai Suburban,Dept. of Library Science SNDT Women's University,
Mumbai Suburban,Dept. of Social Work SNDT Women's University,
Mumbai Suburban,Dept. of M. A.Education SNDT Women's University,
Pune City,Dept. of Marathi -Pune SNDT Women's University,
Pune City,Dept. of Hindi - Pune SNDT Women's University,
Pune City,Dept. of Music -Pune SNDT Women's University,
Pune City,Dept. of Visual Arts-Pune   MVA SNDT Women's University,
Pune City,Dept. of  Geography-Pune SNDT Women's University,
Pune City,Dept. of  Economics --Pune SNDT Women's University,
Pune City,Dept. of  Commercey --Pune SNDT Women's University,
Mumbai Suburban,Dept. of Visual Arts-Mumbai  MVA SNDT Women's University,
Mumbai Suburban,Research Centre for women's Studies SNDT Women's University,
Mumbai Suburban,Educational Technology SNDT Women's University,
Mumbai Suburban,Law School SNDT Women's University,
Mumbai Suburban,Dept of Pharmacy SNDT Women's University,
Mumbai Suburban,Dept of Foods Science & Nutrition SNDT Women's University,
Mumbai Suburban,Dept of Human Development SNDT Women's University,
Mumbai Suburban,Dept of Textile Science & Apperal Design SNDT Women's University,
Mumbai Suburban,Dept of Analytical Chemstry SNDT Women's University,
Mumbai Suburban,Dept of UMIT SNDT Women's University,
Nagpur (Urban),Bhausaheb Mulak Ayurved Mahavidyalya Nagpur,
Haveli,"MAEER’s MIT College of Food Technology, Loni Kalbhor, Pune 411 038",
Nanded,JANTA ADHYAPAK MAHAVIDYALAY NANDED,
Chiplun,Dr Tanajirao Chorage Adhyapak Mahavidyalay Bed MandkiPalvan,
Gadchiroli,SHRI SAIBABA COLLEGE OF PHYSICAL EDUCATION GADCHIROLI,
Parbhani,NMAES COLLEGE OF EDUCATION BED PINGLI ROAD PARBHANI,
Deori,Chichgad Mahavidyalaya Chichgad,
Jalgaon,Iqra College of Education Jalgaon,
Jalna,JALNA COLLEGE OF SOCIAL WORK RAMNAGAR JALNA,
Osmanabad,Dr Shivajirao Ghogare Institute of Nursing,
Malshiras,Sahara Institute of Nursing Education,
Hingna,SHRI DATTA MEGHE COLLEGE OF PHYSIOTHERAPY,
Panvel,Dr. G. D. Pol Foundations YMT College of Physiotherapy,
Akola,"Samarth Nursing B.Sc. College, Akola",
Mumbai Suburban,SNDT Women's University,
Pune City,SNDT Women's University,
Mohadi,K H F Arts Com and Science College Hardoli Z,
Khanapur,Balwant CollegeVita,
Haveli,SANCHETI INSTITUTE FOR ORTHOPAEDICS  AND REHABILITATION POST GRADUATE COLLEGE PUNE,
Pune City,dr ambedkar college of arts and commerce,
Arvi,Late Vasantrao Kolhatkar Arts College Rohana,
Yavatmal,Dr Babasaheb Nandurkar College Of Phy Edu Yavatmal,
Ratnagiri,Shramik Kisan Seva Samiti Sanchalit Loknete Shamraoji Peje Arts Commerce and Science,
Palghar,Deeps Degree College,
Wardha,MAHILA BAHUUDDESHIYA SHIKSHAN SANSTHAS COLLEGE OF EDUCATION PIPRI MEGHE WARDHA,
Kuhi,Pankaj P Tijare Mahavidyalaya Veltur,
Palghar,Deeps MIDC College of Management,
Kankavli,saraswati college of nursing tondavli,
Udgir,Swami Vivekanand College of Nursing Udgir,
Thane,Bharati Vidyapeeth Deemed University Dental College And Hospital Navi Mumbai,
Kamptee,Asharam College of Nursing,
Morshi,pinglakshi mahavidyalaya nerpingali tal morshi dist amravti,
Thane,G R  PATIL COLLEGE OF ARTS SCIENCE AND COMMERCE  MUMBRA,
Aurangabad,MGM MOTHER TERESA COLLEGE OF NURSING,
Karvir,D Y Patil Education Society Deemed University College of Nursing,
Dahanu,"Sw. Swati Patil Mahavidyalay Asangaon, Tal-Dahnau, Dsit- Palghar",
Pune City,SSSPMs PURANDAR COLLEGE OF EDUCATION,
Kalamb,JAGDAMBA COLLEGE OF EDUCATION KALAMB,
Sadak-Arjuni,manoharbhai patel arts commerce science college sadak arjuni,
Latur,VILASRAO DESHMUKH COLLAGE OF AGRICULTURAL BIOTECHNOLOGY LATUR,
Haveli,Tehmi grant institute of nursing education,
Barshitakli,Late Pandurang Patil Nursing College,
Thane,Dr D Y Patil Collegwe of Nursing,
Mumbai Suburban,"Govt ITI, Dharavi, Dist: Mumbai Sahar",
Nanded,"Govt ITI, Nanded, Dist: Nanded",
Nagpur (Urban),"Govt ITI, Nagpur, Dist: Nagpur",
Akola,"Govt ITI, Akola, Dist: Akola",
Amravati,"Govt ITI, Amravati, Dist: Amravati",
Karad,"Govt ITI, Karad, Dist: Satara",
Ratnagiri,"Govt ITI, Ratnagiri, Dist: Ratnagiri",
Solapur North,"Govt ITI, Solapur, Dist: Solapur",
Nagar,"Govt ITI, Ahmednagar, Dist: Ahmednagar",
Nashik,"Govt ITI, Nashik, Dist: Nashik",
Khamgaon,"Govt ITI, Khamgaon, Dist: Buldhana",
Deoli,"Govt ITI, Pulgaon, Dist: Wardha",
Latur,"Govt ITI, Latur, Dist: Latur",
Parbhani,"Govt ITI, Parbhani, Dist: Parbhani",
Chiplun,"Govt ITI, Chiplun, Dist: Ratnagiri",
Shevgaon,"Govt ITI, Shevgaon, Dist: Ahmednagar",
Dahanu,"Govt ITI, (Adivasi), Wangaon, Dist: Thane",
Nandurbar,"Govt ITI, (Adivasi), Nandurbar, Dist: Nandurbar",
Parli,"Govt ITI, Parali Vaijnath, Dist: Beed",
Junnar,"Govt ITI, (Adivasi), Manikdoh, Dist: Pune",
Indapur,"Govt ITI, Indapur, Dist: Pune",
Dharmabad,"Govt ITI, Dharmabad, Dist: Nanded",
Jalna,"Govt ITI, Jalna, Dist: Jalna",
Dindori,"Govt ITI, (Adivasi), Dindori, Dist: Nashik",
Mawal,"Govt ITI, Lonavala, Dist: Pune",
Baramati,"Govt ITI, Malegaon (Bk), Dist: Pune",
Ahmadpur,"Govt ITI, Ahamadpur, Dist: Latur",
Udgir,"Govt ITI, Udgir, Dist: Latur",
Osmanabad,"Govt ITI, Osmanabad, Dist: Osmanabad",
Uran,"Govt ITI, Uran, Dist: Raigad",
Thane,"Govt ITI, Belapur, Dist: Thane",
Wani,"Govt ITI, Wani, Dist: Yavatmal",
Chikhaldara,"Govt ITI, (Adivasi), Chikhaldara, Dist: Amravati",
Buldana,"Govt ITI, Buldana, Dist: Buldhana",
Akot,"Govt ITI, Akot, Dist: Akola",
Katol,"Govt ITI, Katol, Dist: Nagpur",
Bhandara,"Govt ITI, Bhandara, Dist: Bhandara",
Gadchiroli,"Govt ITI, (Adivasi), Gadchiroli, Dist: Gadchiroli",
Bhusawal,"Govt ITI, Bhusawal, Dist: Jalgaon",
Bhor,"Govt ITI, Bhor, Dist: Pune",
Jamkhed,"Govt ITI, Jamkhed, Dist: Ahmednagar",
Roha,"Govt ITI, Nagothane, Dist: Raigad",
Mahad,"Govt ITI, Mahad, Dist: Raigad",
Hadgaon,"Govt ITI, Hadgaon, Dist: Nanded",
Bhokar,"Govt ITI, Bhokar, Dist: Nanded",
Kinwat,"Govt ITI, (Adivasi), Kinwat, Dist: Nanded",
Manwath,"Govt ITI, Manvat, Dist: Parbhani",
Basmath,"Govt ITI, Basmatnager, Dist: Hingoli",
Umarkhed,"Govt ITI, Umarkhed, Dist: Yavatmal",
Mahagaon,"Govt ITI, Gunj, Dist: Yavatmal",
Chandvad,"Govt ITI, Chandwad, Dist: Nashik",
Kalwan,"Govt ITI, (Adivasi), Kalwan, Dist: Nashik",
Ambad,"Govt ITI, Ambad, Dist: Jalna",
Paithan,"Govt ITI, Paithan, Dist: Aurangabad",
Bodwad,"Govt ITI, Bodwad, Dist: Jalgaon",
Jamner,"Govt ITI, Jamner, Dist: Jalgaon",
Nawapur,"Govt ITI, (Adivasi), Navapur, Dist: Nandurbar",
Teosa,"Govt ITI, Mozari, Dist: Amravati",
Deori,"Govt ITI, (Adivasi), Dewari, Dist: Gondia",
Warora,"Govt ITI, Warora, Dist: Chandrapur",
Sindewahi,"Govt ITI, Sindewahi, Dist: Chandrapur",
Amravati,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE AMRAVATI,
Desaiganj (Vadasa),"Govt ITI, (Adivasi), Desaiganj, Dist: Gadchiroli",
Umred,"Govt ITI, Umred, Dist: Nagpur",
Ramtek,"Govt ITI, Ramtek, Dist: Nagpur",
Gadhinglaj,"Govt ITI, Gadhinglaj, Dist: Kolhapur",
Khandala,"Govt ITI, Lonand, Dist: Satara",
Kalamb,"Govt ITI, Kalamb, Dist: Osmanabad",
Pandharpur,"Govt ITI, Pandharpur, Dist: Solapur",
Barshi,"Govt ITI, Barshi, Dist: Solapur",
Nilanga,"Govt ITI, Nilanga, Dist: Latur",
Khanapur,"Govt ITI, Vita, Dist: Sangli",
Shirala,"Govt ITI, Shirala, Dist: Sangli",
Nandgaon-Khandeshwar,"Govt ITI, Nandgaon Khandeshwar, Dist: Amravati",
Kelapur,"Govt ITI, (Adivasi), Pandharkawada, Dist: Yavatmal",
Jawhar,"Govt ITI, (Adivasi), Jawhar, Dist: Thane",
Chandur Railway,"Govt ITI, Chandur Railway, Dist: Amravati",
Kankavli,"Govt ITI, Phondaghat, Dist: Sindhudurga",
Vasai,"Govt ITI, Vasai, Dist: Thane",
Morshi,"Govt ITI, Morshi, Dist: Amravati",
Rajura,"Govt ITI, (Adivasi), Rajura, Dist: Chandrapur",
Mul,"Govt ITI, Mul, Dist: Chandrapur",
Kudal,"Govt ITI, Oros, Dist: Sindhudurga",
Bhoom,"Govt ITI, Bhum, Dist: Osmanabad",
Umarga,"Govt ITI, Umarga, Dist: Osmanabad",
Malshiras,"Govt ITI, Akluj, Dist: Solapur",
Savner,"Govt ITI, Savner, Dist: Nagpur",
Pauni,"Govt ITI, Pawani, Dist: Bhandara",
Salekasa,"Govt ITI, (Adivasi), Salekasa, Dist: Bhandara",
Ambegaon,"Govt ITI, Ghodegaon, Dist: Pune",
Tasgaon,"Govt ITI, Tasgaon, Dist: Sangli",
Gondpipri,"Govt ITI, (Adivasi), Gondpipari, Dist: Chandrapur",
Kalameshwar,"Govt ITI, Kalmeshwar, Dist: Nagpur",
Sinnar,"Govt ITI, Sinnar, Dist: Nashik",
Kagal,"Govt ITI, Murgud, Dist: Kolhapur",
Dharur,"Govt ITI, Dharur, Dist: Beed",
Ashti,"Govt ITI, Ashti, Dist: Beed",
Renapur,"Govt ITI, Renapur, Dist: Latur",
Akkalkot,"Govt ITI, Akkalkot, Dist: Solapur",
Chandgad,"Govt ITI, Turkewadi, Dist: Kolhapur",
Jat,"Govt ITI, Jath, Dist: Sangli",
Peint,"Govt ITI, (Adivasi), Peth, Dist: Nashik",
Surgana,"Govt ITI, (Adivasi), Surgana, Dist: Nashik",
Igatpuri,"Govt ITI, (Adivasi), Igatpuri, Dist: Nashik",
Gangapur,"Govt ITI, Gangapur, Dist: Aurangabad",
Bhokardan,"Govt ITI, Bhokardan, Dist: Jalna",
Badnapur,"Govt ITI, Badnapur, Dist: Jalna",
Ghatanji,"Govt ITI, Ghatanji, Dist: Yavatmal",
Pusad,"Govt ITI, Pusad, Dist: Yavatmal",
Jintur,"Govt ITI, Jintur, Dist: Parbhani",
Hingoli,"Govt ITI, Hingoli, Dist: Hingoli",
Akole,"Govt ITI, (Adivasi), Rajur, Dist: Ahmednagar",
Karjat,"Govt ITI, Karjat, Dist: Ahmednagar",
Pen,"Govt ITI, Pen, Dist: Raigad",
Vada,"Govt ITI, (Adivasi), Wada, Dist: Thane",
Shahapur,"Govt ITI, (Adivasi), Shahapur, Dist: Thane",
Palghar,"Govt ITI, (Adivasi), Palghar, Dist: Thane",
Murbad,"Govt ITI, (Adivasi), Murbad, Dist: Thane",
Achalpur,"Govt ITI, Achalpur, Dist: Amravati",
Dharni,"Govt ITI, (Adivasi), Dharni, Dist: Amravati",
Mangrulpir,"Govt ITI, Mangrulpir, Dist: Washim",
Karanja,"Govt ITI, Karanja Lad, Dist: Washim",
Malkapur,"Govt ITI, Malkapur, Dist: Buldhana",
Chikhli,"Govt ITI, Chikhali, Dist: Buldhana",
Raver,"Govt ITI, Raver, Dist: Jalgaon",
Chalisgaon,"Govt ITI, Chalisgaon, Dist: Jalgaon",
Amalner,"Govt ITI, Amalner, Dist: Jalgaon",
Parola,"Govt ITI, Parola, Dist: Jalgaon",
Muktainagar (Edlabad),"Govt ITI, Uchande, Dist: Jalgaon",
Sakri,"Govt ITI, (Adivasi), Pimpalner, Dist: Dhule",
Talode,"Govt ITI, (Adivasi), Taloda, Dist: Nandurbar",
Akkalkuwa,"Govt ITI, (Adivasi), Akkalkuva, Dist: Nandurbar",
Arjuni Morgaon,"Govt ITI, (Adivasi), Arjuni Moregaon, Dist: Bhandara",
Sakoli,"Govt ITI, Sakoli, Dist: Bhandara",
Parseoni,"Govt ITI, (Adivasi), Parshivani, Dist: Nagpur",
Narkhed,"Govt ITI, Narkhed, Dist: Nagpur",
Kamptee,"Govt ITI, Kamthi, Dist: Nagpur",
Hingna,"Govt ITI, Hingana, Dist: Nagpur",
Chimur,"Govt ITI, (Adivasi), Chimur, Dist: Chandrapur",
Brahmapuri,"Govt ITI, Bramhapuri, Dist: Chandrapur",
Sawali,"Govt ITI, Sawali, Dist: Chandrapur",
Korpana,"Govt ITI, (Adivasi), Korpana, Dist: Chandrapur",
Nagbhir,"Govt ITI, Nagbhid, Dist: Chandrapur",
